id;enseigne_actuelle;statut_enseigne;suggestions_enseigne;adresse;cp;ville;latitude;longitude;source_enseigne;osm_id;motifs_controle;signature;enseigne_corrigee;decision;commentaire
45320004;;a_completer;;RUE DES PATUREAUX;45320;Courtenay;48.037;3.047;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue des patureaux|45320|courtenay;;;
60650006;;a_completer;;RN31 - LE VIVIER DANGER;60650;Ons-en-Bray;49.417;1.924;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rn31 - le vivier danger|60650|ons-en-bray;;;
57730001;;a_completer;;RD 910 A;57730;Valmont;49.077;6.693;;;enseigne inconnue | aucune station OpenStreetMap proche;rd 910 a|57730|valmont;;;
56150001;;a_completer;;ZA de Kermestre;56150;Baud;47.877;-3.02;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;za de kermestre|56150|baud;;;
17470001;;a_completer;;Route de Poitiers;17470;Aulnay;46.029;-0.351;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de poitiers|17470|aulnay;;;
38220001;;a_completer;;RN 91;38220;Vizille;45.078;5.773;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rn 91|38220|vizille;;;
20600004;;a_completer;;Rond Point de Furiani;20600;Furiani;42.66306;9.43007;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rond point de furiani|20600|furiani;;;
14210001;;a_completer;;ZA LA CROIX BOUCHER;14210;Évrecy;49.10372;-0.50006;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;za la croix boucher|14210|évrecy;;;
63550001;;a_completer;;10 ROUTE DU LAC;63550;Saint-Rémy-sur-Durolle;45.889;3.596;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;10 route du lac|63550|saint-rémy-sur-durolle;;;
21300004;;a_completer;;AVENUE ROLAND CARRAZ;21300;Chenôve;47.29307;5.01616;;;enseigne inconnue | aucune station OpenStreetMap proche;avenue roland carraz|21300|chenôve;;;
81400001;U;a_completer;;150 Avenue d'Albi;81400;Blaye-les-Mines;44.027;2.155;OpenStreetMap;node/25210924;;150 avenue d'albi|81400|blaye-les-mines;;;
57970002;;a_completer;;Parc Unicom;57970;Basse-Ham;49.375;6.229;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;parc unicom|57970|basse-ham;;;
95420005;;a_completer;;RN 14;95420;Charmont;49.13514;1.78964;;;enseigne inconnue | aucune station OpenStreetMap proche;rn 14|95420|charmont;;;
92230010;;a_completer;;113 AV LAURENT CELY;92230;Gennevilliers;48.92082;2.30617;;;enseigne inconnue | correspondance OpenStreetMap ambigue;113 av laurent cely|92230|gennevilliers;;;
16150003;;a_completer;;ZA DE CHASSAT;16150;Chabanais;45.878;0.726;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;za de chassat|16150|chabanais;;;
77140010;;a_completer;;Autoroute du Soleil - AIRE DE NEMOURS OUEST;77140;Nemours;48.261702;2.722037;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;autoroute du soleil - aire de nemours ouest|77140|nemours;;;
20220006;;a_completer;;RN 197;20220;Aregno;42.609;8.875;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rn 197|20220|aregno;;;
58320001;;a_completer;;ROUTE DE PARIS;58320;Pougues-les-Eaux;47.07736;3.09879;;;enseigne inconnue | aucune station OpenStreetMap proche;route de paris|58320|pougues-les-eaux;;;
91590009;;a_completer;;RN191 - ROUTE DE CORBEIL;91590;Baulne;48.507;2.37442;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rn191 - route de corbeil|91590|baulne;;;
73140003;;a_completer;;14 bis rue du Temple;73140;Saint-Martin-d'Arc;45.22;6.459;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;14 bis rue du temple|73140|saint-martin-d'arc;;;
55320001;;a_completer;;Lieu-dit le moulin Charlier;55320;Dieue-sur-Meuse;49.077;5.448;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;lieu-dit le moulin charlier|55320|dieue-sur-meuse;;;
69380009;;a_completer;;A6 Aire des Cheres Ouest;69380;Les Chères;45.895;4.732;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;a6 aire des cheres ouest|69380|les chères;;;
60510001;;a_completer;;ZONE DE LA COUTURELLE;60510;Bresles;49.419;2.255;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zone de la couturelle|60510|bresles;;;
63450002;;a_completer;;CD 213;63450;Saint-Amant-Tallende;45.669;3.109;;;enseigne inconnue | aucune station OpenStreetMap proche;cd 213|63450|saint-amant-tallende;;;
54120004;;a_completer;;Route de Lachapelle;54120;Deneuvre;48.442;6.737;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de lachapelle|54120|deneuvre;;;
35200008;U;a_completer;;7 boulevard de l'yser;35200;Rennes;48.092;-1.68;OpenStreetMap;node/4200542678;;7 boulevard de l'yser|35200|rennes;;;
89140004;E.Leclerc;a_verifier_osm_ambigu;E.Leclerc;32 B AVENUE GENERAL LECLERC;89140;Pont-sur-Yonne;48.284;3.212;Adresse officielle;node/1835420122;correspondance OpenStreetMap ambigue;32 b avenue general leclerc|89140|pont-sur-yonne;;;
1700004;;a_completer;;ZAC des Baterses;01700;Beynost;45.826;4.999;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;zac des baterses|01700|beynost;;;
70270001;;a_completer;;25 Route de Lure;70270;Mélisey;47.74964;6.56445;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;25 route de lure|70270|mélisey;;;
19510002;;a_completer;;AUTOROUTE A20 - AIRE DE PORTE DE CORREZE;19510;Masseret;45.54068;1.52039;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;autoroute a20 - aire de porte de correze|19510|masseret;;;
19600001;;a_completer;;Les Combettes;19270;Ussac;45.195;1.542;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;les combettes|19270|ussac;;;
76590002;;a_completer;;Route de Newton Longueville;76590;Longueville-sur-Scie;49.79545;1.10615;;;enseigne inconnue | correspondance OpenStreetMap ambigue;route de newton longueville|76590|longueville-sur-scie;;;
19100016;;a_completer;;108 AVENUE PIERRE SEMARD;19100;Brive-la-Gaillarde;45.156;1.518;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;108 avenue pierre semard|19100|brive-la-gaillarde;;;
21400010;Independent;a_completer;;15 rue courcelles prevoires;21400;Châtillon-sur-Seine;47.8634;4.571664;OpenStreetMap;node/1265029555;;15 rue courcelles prevoires|21400|châtillon-sur-seine;;;
20219003;;a_completer;;RT 20;20219;Vivario;42.172;9.17;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rt 20|20219|vivario;;;
65240001;;a_completer;;LIEU DIT PLAS;65240;Arreau;42.899226;0.353642;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;lieu dit plas|65240|arreau;;;
62230001;;a_completer;;Boulevard Raymond Splingard;62230;Saint-Étienne-au-Mont;50.651;1.609;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;boulevard raymond splingard|62230|saint-étienne-au-mont;;;
13370006;;a_completer;;Avenue du Pont Royal;13370;Mallemort;43.708;5.2;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue du pont royal|13370|mallemort;;;
79300007;;a_completer;;1 RUE JEAN GIONO;79300;Bressuire;46.850494;-0.47524;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;1 rue jean giono|79300|bressuire;;;
13300009;;a_completer;;Route Nationale 113;13300;Salon-de-Provence;43.61236;5.096262;;;enseigne inconnue | correspondance OpenStreetMap ambigue;route nationale 113|13300|salon-de-provence;;;
65110003;;a_completer;;route pierrefitte;65110;Cauterets;42.89995;-0.10814;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route pierrefitte|65110|cauterets;;;
80460003;E.Leclerc;a_verifier_osm_ambigu;E.Leclerc;Avenue du Général Leclerc;80460;Ault;50.09824;1.4559;Adresse officielle;node/12886023659;correspondance OpenStreetMap ambigue;avenue du général leclerc|80460|ault;;;
59264001;;a_completer;;ECHANGEUR 24;59264;Onnaing;50.387313;3.598736;;;enseigne inconnue | aucune station OpenStreetMap proche;echangeur 24|59264|onnaing;;;
30750001;;a_completer;;Le Gardiol;30750;Lanuéjols;44.13128;3.38283;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;le gardiol|30750|lanuéjols;;;
58140001;;a_completer;;AVENUE DU 8 MAI;58140;Lormes;47.282;3.821;;;enseigne inconnue | correspondance OpenStreetMap ambigue;avenue du 8 mai|58140|lormes;;;
70300004;;a_completer;;27 Rue des Martyrs de la Résistance;70300;Luxeuil-les-Bains;47.821;6.385;;;enseigne inconnue | correspondance OpenStreetMap ambigue;27 rue des martyrs de la résistance|70300|luxeuil-les-bains;;;
93290005;;a_completer;;DEVIATION CD 88 - 1 ROUTE DE ROI;93290;Tremblay-en-France;48.984;2.55;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;deviation cd 88 - 1 route de roi|93290|tremblay-en-france;;;
22440002;;a_completer;;Rue de Brest;22440;Trémuson;48.52276;-2.85671;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue de brest|22440|trémuson;;;
13122001;;a_completer;;RES.VAL LOURDES;13122;Ventabren;43.54117;5.27115;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;res.val lourdes|13122|ventabren;;;
80450001;;a_completer;;Rue Ambroise Croizat;80450;Camon;49.9;2.341;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue ambroise croizat|80450|camon;;;
95500012;;a_completer;;19 RUE GABRIEL PERI;95500;Gonesse;48.99401;2.42407;;;enseigne inconnue | correspondance OpenStreetMap ambigue;19 rue gabriel peri|95500|gonesse;;;
20140001;;a_completer;;RTE N 196;20140;Petreto-Bicchisano;41.78547;8.97933;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rte n 196|20140|petreto-bicchisano;;;
10190001;;a_completer;;AVENUE DE LA REPUBLIQUE;10190;Estissac;48.274;3.804;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue de la republique|10190|estissac;;;
13130005;;a_completer;;Avenue Henri Wallon;13130;Berre-l'Étang;43.484;5.181;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;avenue henri wallon|13130|berre-l'étang;;;
51700006;;a_completer;;Rue Clos de la Noue;51700;Châtillon-sur-Marne;49.08766;3.76238;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rue clos de la noue|51700|châtillon-sur-marne;;;
49124001;;a_completer;;360 RUE HAUTE DES BANCHAIS;49124;Angers;47.48298;-0.51446;;;enseigne inconnue | correspondance OpenStreetMap ambigue;360 rue haute des banchais|49124|angers;;;
40110003;;a_completer;;RD38 ZAC DE SEGUES;40110;Ygos-Saint-Saturnin;43.976;-0.737;;;enseigne inconnue | aucune station OpenStreetMap proche;rd38 zac de segues|40110|ygos-saint-saturnin;;;
11700001;;a_completer;;RN113;11700;Capendu;43.18546;2.5573;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rn113|11700|capendu;;;
46000006;;a_completer;;Avenue Edouard Herriot;46000;Aujols;44.436;1.552;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;avenue edouard herriot|46000|aujols;;;
37270005;;a_completer;;62 CHEMIN DE LA BUSSARDIERE;37270;Véretz;47.3503792;0.8311044;;way/1493330118;;62 chemin de la bussardiere|37270|véretz;;;
33430001;;a_completer;;D3;33430;Bazas;44.433877;-0.218953;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;d3|33430|bazas;;;
25430003;;a_completer;Eni;Croix-Denis;25430;Sancey;47.301796;6.569973;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;croix-denis|25430|sancey;;;
60310001;;a_completer;;Zone Artisanale;60310;Lassigny;49.59;2.854;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zone artisanale|60310|lassigny;;;
13700013;Independent;a_completer;;24 avenue Maréchal JUIN;13700;Marignane;43.419382;5.223334;OpenStreetMap;way/202478850;;24 avenue maréchal juin|13700|marignane;;;
56650001;Independent;a_completer;;RUE EMILE ZOLA;56650;Inzinzac-Lochrist;47.826;-3.252;OpenStreetMap;node/2209939371;;rue emile zola|56650|inzinzac-lochrist;;;
87130001;;a_completer;;LE ROUCHILLOUX;87130;Châteauneuf-la-Forêt;45.70942;1.59823;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;le rouchilloux|87130|châteauneuf-la-forêt;;;
56380003;E.Leclerc;a_verifier_absente_osm;E.Leclerc;AVENUE DU GENERAL LECLERC;56380;Guer;47.903712;-2.121803;Adresse officielle;;adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;avenue du general leclerc|56380|guer;;;
31600007;;a_completer;;RN 117 - LIEU DIT GUERIN;31600;Muret;43.488452;1.340283;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rn 117 - lieu dit guerin|31600|muret;;;
84500003;Independent;a_completer;;Route de Suze la Rousse;84500;Bollène;44.280839;4.802174;OpenStreetMap;way/73793777;adresse BAN eloignee des coordonnees;route de suze la rousse|84500|bollène;;;
41140004;;a_completer;;12 Rue André Boulle. ZA LES PLANTES;41140;Noyers-sur-Cher;47.283;1.371;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;12 rue andré boulle. za les plantes|41140|noyers-sur-cher;;;
50160003;;a_completer;;85, route de Saint Lô;50160;Condé-sur-Vire;49.04798;-0.99375;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;85, route de saint lô|50160|condé-sur-vire;;;
74140006;;a_completer;;LES BLOSSONNIERS ROUTE DES VOIRONS;74140;Veigy-Foncenex;46.270227;6.257007;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;les blossonniers route des voirons|74140|veigy-foncenex;;;
27170002;;a_completer;;Route de Beaumont;27170;Mesnil-en-Ouche;49.02978;0.74291;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de beaumont|27170|mesnil-en-ouche;;;
19350002;;a_completer;;LASCHAMPS;19350;Chabrignac;45.316832;1.336977;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;laschamps|19350|chabrignac;;;
1120008;;a_completer;;AUTOROUTE A42 - AIRE DE LYON MONTUEL;01120;Dagneux;45.847;5.074;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;autoroute a42 - aire de lyon montuel|01120|dagneux;;;
80260003;;a_completer;;RD 933 Le Champs St Pierre;80260;Flesselles;50.001;2.258;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rd 933 le champs st pierre|80260|flesselles;;;
6200026;;a_completer;;217 PROMENADE DES ANGLAIS;06200;Nice;43.68588;7.23677;;;enseigne inconnue | aucune station OpenStreetMap proche;217 promenade des anglais|06200|nice;;;
13100014;;a_completer;;122 COURS GAMBETTA;13100;Aix-en-Provence;43.520864;5.459002;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;122 cours gambetta|13100|aix-en-provence;;;
12330004;;a_completer;;Route de Rodez;12330;Saint-Christophe-Vallon;44.469;2.414;;;enseigne inconnue | correspondance OpenStreetMap ambigue;route de rodez|12330|saint-christophe-vallon;;;
36130001;;a_completer;;ZAC DU GRAND DEOLS;36130;Déols;46.819;1.746;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zac du grand deols|36130|déols;;;
20167004;;a_completer;;Route de Sagone;20167;Alata;41.965;8.782;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de sagone|20167|alata;;;
63790001;Garage de l'Avenir;ok_osm;Eni;Route du chambon;63790;Murol;45.576;2.932;OpenStreetMap;node/8071909781;adresse BAN eloignee des coordonnees;route du chambon|63790|murol;;;
49450001;U;a_completer;;ZC LES ALOUETTES;49450;Sèvremoine;47.1141152;-0.9907737;OpenStreetMap;way/209152143;;zc les alouettes|49450|sèvremoine;;;
8350002;;a_completer;;Rue Georges Clemenceau;08350;Donchery;49.698;4.866;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue georges clemenceau|08350|donchery;;;
43200008;Vitogaz;ok_osm;Vito;95 RUE VIA FLUVIA ZA VERCHERES;43200;Yssingeaux;45.159733;4.139155;OpenStreetMap;node/8075526950;;95 rue via fluvia za vercheres|43200|yssingeaux;;;
77340007;;a_completer;;N104 LA FRANCILIENNE - AIRE PRE DE L'AULNES ET DE LA GDE MAR;77340;Émerainville;48.816;2.623;;;enseigne inconnue | correspondance OpenStreetMap ambigue;n104 la francilienne - aire pre de l'aulnes et de la gde mar|77340|émerainville;;;
32100001;;a_completer;;33 Avenue des Pyrénées;32100;Condom;43.948;0.372;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;33 avenue des pyrénées|32100|condom;;;
11160002;Independent;a_completer;;ZA les Terres Rouges - avenue du Minervois;11160;Villeneuve-Minervois;43.314;2.47;OpenStreetMap;node/2026821625;;za les terres rouges - avenue du minervois|11160|villeneuve-minervois;;;
20156001;;a_completer;;PORTO POLLO;20156;Serra-di-Ferro;41.70911;8.7926;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;porto pollo|20156|serra-di-ferro;;;
13680007;;a_completer;;AUTOROUTE A7 - AIRE DE LANÇON EST;13680;Lançon-Provence;43.598904;5.159049;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;autoroute a7 - aire de lançon est|13680|lançon-provence;;;
5200004;;a_completer;;359 Route des portes du lac Route Nationale 94;05200;Baratier;44.538;6.497;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;359 route des portes du lac route nationale 94|05200|baratier;;;
59240002;;a_completer;;Boulevard de l'Europe;59240;Dunkerque;51.05;2.414;;;enseigne inconnue | correspondance OpenStreetMap ambigue;boulevard de l'europe|59240|dunkerque;;;
11620001;;a_completer;;Lieu dit La Viala;11620;Villemoustaussou;43.252;2.361;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;lieu dit la viala|11620|villemoustaussou;;;
23600001;U;a_completer;;avenue de bourbonnais;23600;Boussac;46.35;2.215;OpenStreetMap;way/189690918;correspondance OpenStreetMap ambigue;avenue de bourbonnais|23600|boussac;;;
76850001;;a_completer;;RUE DES FORGES;76850;Bosc-le-Hard;49.631;1.18;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue des forges|76850|bosc-le-hard;;;
